price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade
2300000.0,4,3.25,4250,8570,2.0,0,0,3,9
590000.0,3,2.5,2400,99752,1.0,0,0,3,9
320000.0,3,1.75,2300,12000,1.0,0,0,3,8
363000.0,2,2.0,920,1201,2.0,0,0,3,8
747500.0,4,2.25,2350,18600,2.0,0,0,4,9
750000.0,2,2.5,2630,7957,2.0,0,0,3,8
831000.0,4,3.0,2170,4000,2.0,0,0,4,9
403000.0,3,2.5,1700,4125,2.0,0,0,3,7
445000.0,3,2.5,2470,4565,2.0,0,0,3,7
345000.0,3,1.0,1250,17380,1.0,0,0,4,7
2260000.0,3,3.5,3110,14872,1.0,0,0,3,10
371025.0,3,2.0,1530,8925,1.0,0,0,3,7
355000.0,2,1.0,960,6250,1.0,0,0,3,6
270000.0,3,1.0,1240,14110,1.0,0,0,4,7
425000.0,4,2.75,2440,15349,2.0,0,1,4,7
364808.0,3,1.75,2320,7875,1.0,0,0,3,8
320000.0,3,2.25,1580,6561,1.0,0,0,3,8
325000.0,4,2.5,2963,5797,2.0,0,0,3,9
350000.0,3,2.25,2470,10290,2.0,0,0,3,8
170000.0,3,1.5,1370,10176,1.0,0,0,3,6
255000.0,2,1.0,960,28717,1.0,0,0,4,6
550000.0,3,1.0,1130,7500,1.0,0,0,3,7
835000.0,4,4.25,4930,25714,2.0,0,0,3,12
420000.0,3,1.0,1150,5120,1.0,0,0,4,6
925000.0,4,2.5,2190,7350,2.5,0,0,5,8
389250.0,2,1.5,1490,4080,1.0,0,0,3,7
748000.0,3,2.5,2600,10183,1.0,0,0,3,8
284000.0,3,1.75,1530,9600,1.0,0,0,3,7
588000.0,4,2.0,1680,5000,1.0,0,0,3,7
372500.0,3,1.75,1680,8648,1.0,0,0,4,7
285000.0,4,3.0,1900,7194,2.0,0,0,4,7
360000.0,3,1.0,1570,9467,1.0,0,0,3,7
275000.0,3,1.0,1370,17859,1.0,0,0,4,7
428000.0,2,2.0,1350,4225,1.0,0,0,3,8
847000.0,6,2.5,3010,17864,2.0,0,0,3,8
316000.0,3,1.0,1010,7838,1.0,0,0,4,6
375000.0,3,2.5,2050,7205,2.0,0,0,3,8
533000.0,3,1.0,1670,4080,1.0,0,0,3,7
556000.0,5,2.5,3840,16905,2.0,0,0,3,11
225000.0,4,2.0,2220,14120,1.0,0,0,3,7
537250.0,4,2.5,2590,9530,1.0,0,0,4,8
255000.0,3,1.0,1180,13650,1.0,0,0,4,7
530000.0,4,2.5,2950,4836,2.0,0,0,3,7
5300000.0,6,6.0,7390,24829,2.0,1,4,4,12
595000.0,3,2.75,2150,31238,2.0,0,0,3,9
548000.0,4,2.0,2100,8880,1.0,0,0,4,7
234975.0,3,1.75,1650,8073,1.0,0,0,3,7
600000.0,3,1.75,1620,1325,2.5,0,0,3,9
432000.0,4,1.0,1750,12528,1.0,0,0,4,7
455000.0,3,1.5,1380,6657,2.0,0,0,3,7
279950.0,3,1.75,1510,11234,1.0,0,0,3,7
267500.0,3,1.5,1600,9072,1.0,0,0,4,7
620000.0,4,2.5,1840,220308,2.0,0,0,3,8
110000.0,2,1.0,830,7590,1.0,0,0,2,6
625000.0,3,3.5,1810,1846,2.0,0,0,4,8
389000.0,2,1.0,910,7000,1.0,0,0,3,7
1200000.0,4,2.0,2120,3360,2.0,0,0,3,9
788500.0,4,2.25,2510,133729,2.0,0,0,4,8
567000.0,5,2.25,2100,6936,1.0,0,0,3,8
515000.0,2,2.25,2690,15000,1.0,0,2,3,8
605000.0,4,2.5,2430,11870,1.0,0,0,5,8
430000.0,4,3.75,2452,4800,2.0,0,0,3,7
805000.0,2,1.75,1550,6000,1.0,0,1,3,7
567500.0,3,2.5,2080,4556,2.0,0,0,3,8
647500.0,3,1.75,1290,3870,1.0,0,0,5,7
495000.0,2,1.75,1850,2530,2.5,0,0,4,7
825000.0,4,2.5,3370,5000,2.0,0,0,3,9
435000.0,4,2.25,2730,7506,2.0,0,0,4,8
445950.0,3,1.75,1300,7800,1.0,0,0,5,7
960000.0,5,2.75,3040,10257,2.0,0,0,3,10
780000.0,4,3.0,2440,3600,1.5,0,0,5,8
274500.0,3,2.25,1720,9000,1.0,0,0,4,8
729953.0,5,3.0,3230,5167,1.5,0,0,4,8
464950.0,3,1.5,1200,890,2.0,0,0,3,8
620000.0,4,1.75,2350,18800,1.0,0,2,3,8
735000.0,4,3.5,3100,5600,2.0,0,0,3,9
450000.0,4,2.25,2040,9565,1.0,0,0,3,8
450000.0,4,1.0,2000,4676,1.5,0,0,3,7
842500.0,4,2.5,2160,5298,2.5,0,0,4,9
360000.0,3,2.0,1970,79714,1.0,0,0,3,7
585000.0,3,2.5,2270,100545,2.0,0,0,3,8
461000.0,3,2.25,1850,7923,1.0,0,0,4,7
345000.0,2,1.0,1350,4494,1.0,0,0,3,7
1075000.0,3,2.5,3280,10302,1.0,0,0,3,10
643000.0,4,2.5,2270,8391,2.0,0,0,3,8
690000.0,4,2.5,2820,8307,2.0,0,0,3,9
282000.0,4,1.0,1200,11111,1.5,0,0,3,7
549000.0,3,1.75,2000,6130,1.0,0,0,4,8
815000.0,3,2.0,2310,6000,2.0,0,1,4,9
2200000.0,5,4.25,4640,22703,2.0,1,4,5,8
700000.0,3,2.25,2330,11424,2.0,0,0,4,8
933399.0,3,2.5,3940,10360,2.0,0,0,3,9
290000.0,3,1.0,1440,11250,1.0,0,0,3,7
372000.0,4,1.75,1960,9300,1.0,0,0,5,7
450000.0,2,1.75,1250,2890,1.0,0,0,4,7
303700.0,3,2.5,1981,5700,2.0,0,0,3,8
672000.0,4,2.5,2440,10049,2.0,0,0,4,9
334000.0,4,1.5,1150,9360,1.5,0,0,3,6
260000.0,2,1.0,1120,5650,1.0,0,0,3,6
749950.0,3,1.75,1800,5700,1.0,0,0,4,8
330000.0,4,2.25,2380,122038,2.0,0,0,4,8
830000.0,5,3.0,2920,2808,2.0,0,0,3,8
1131000.0,3,2.25,2790,13791,1.0,0,3,3,8
320000.0,3,1.0,1560,7552,1.0,0,0,4,6
260000.0,2,1.0,1550,15250,1.5,0,0,5,7
225000.0,3,2.0,1700,11475,1.0,0,0,5,6
279200.0,1,1.0,640,6350,1.0,0,0,3,5
520000.0,4,3.5,2680,10000,2.0,0,0,3,8
505000.0,3,2.5,1860,8060,2.0,0,0,4,8
234000.0,3,1.75,1490,8366,1.0,0,0,4,7
503000.0,4,2.5,2470,5044,2.0,0,0,3,9
606000.0,4,2.25,2390,8858,1.0,0,0,4,8
433500.0,3,1.0,1230,6000,1.0,0,0,4,7
250000.0,3,1.5,2840,10182,1.0,0,0,3,8
719000.0,3,2.5,2120,9307,2.0,0,0,4,9
381000.0,3,2.0,1770,14400,1.0,0,0,4,8
267000.0,3,2.5,2495,4400,2.0,0,0,3,8
275000.0,1,0.75,1170,14149,1.0,0,0,5,7
651000.0,4,2.5,2740,7140,2.0,0,0,3,8
439000.0,2,1.0,1050,5671,1.0,0,0,3,7
325000.0,2,1.0,1130,5070,1.0,0,0,4,7
490000.0,2,1.0,880,6380,1.0,0,0,3,7
519900.0,4,2.5,2403,6172,2.0,0,0,3,9
545000.0,4,2.75,3410,35040,2.0,0,0,3,9
1062500.0,4,4.0,5320,20041,2.0,0,0,3,11
542000.0,4,1.75,1900,8250,1.0,0,0,4,7
465000.0,4,1.75,1810,21650,2.0,0,0,4,7
408000.0,2,2.0,1200,3900,1.0,0,0,3,8
292000.0,4,2.5,2060,5950,2.0,0,0,3,8
253000.0,3,1.75,1250,10122,1.0,0,0,3,7
280000.0,2,1.0,910,4662,1.0,0,0,5,6
658588.0,3,2.25,2560,41346,2.0,0,0,3,10
635000.0,4,2.25,1920,8910,1.0,0,0,4,8
439000.0,4,2.25,2240,8300,2.0,0,0,3,8
300000.0,3,2.5,1260,3855,2.0,0,0,3,8
345000.0,3,1.5,1360,13496,1.0,0,0,4,8
283500.0,4,2.25,2100,8050,2.0,0,0,3,8
425000.0,2,1.0,2110,4920,1.5,0,0,3,7
685000.0,3,1.75,2210,8955,1.0,0,1,3,8
750000.0,3,2.5,2360,12987,2.0,0,0,3,8
245000.0,4,1.5,1280,8000,1.0,0,0,3,6
585444.0,6,3.75,2740,6924,1.0,0,2,3,7
706000.0,4,2.5,2740,7571,2.0,0,0,3,9
445000.0,4,2.0,2630,9099,1.5,0,0,3,7
241000.0,3,2.0,1650,6000,1.0,0,0,3,7
1175000.0,2,2.5,1770,7155,2.0,1,4,3,8
530000.0,3,1.0,1500,5750,1.5,0,0,4,7
350000.0,3,1.5,1430,12199,1.0,0,0,3,7
1700000.0,4,3.75,3190,17186,2.0,1,4,3,10
389000.0,3,1.0,1280,9630,1.0,0,0,3,7
799000.0,4,2.75,2390,6820,2.0,0,0,4,7
1400000.0,4,2.5,4040,9630,1.0,0,3,4,9
340895.0,2,1.0,920,8612,1.0,0,0,5,7
780000.0,4,2.5,2730,10281,2.0,0,2,3,9
350000.0,2,1.5,1320,73600,1.0,0,0,3,7
470000.0,3,2.5,2620,4874,2.0,0,0,3,7
914600.0,4,3.0,3180,80837,2.0,0,0,3,11
354000.0,4,2.5,2900,4762,2.0,0,0,3,8
470000.0,5,2.0,1900,6000,1.5,0,0,4,6
715000.0,3,2.0,1760,5400,1.0,0,0,5,7
265000.0,2,1.0,760,4000,1.0,0,0,4,6
2537000.0,4,3.0,3710,20000,2.0,0,2,5,10
640000.0,3,1.0,1530,4944,1.0,0,0,3,7
290000.0,4,1.75,1990,18900,2.0,0,0,4,7
480000.0,5,4.75,3830,35000,1.0,0,0,3,8
535000.0,3,2.0,2040,5600,1.0,0,1,5,7
907000.0,3,1.75,2170,12220,1.0,0,0,5,8
459000.0,3,1.75,1620,7330,1.0,0,0,4,7
1355000.0,3,2.5,3600,21399,1.0,0,3,3,9
264950.0,3,1.5,1470,11599,1.0,0,0,3,7
352950.0,3,1.0,1760,3000,1.5,0,0,1,6
491500.0,3,2.25,2230,13100,1.0,0,0,4,8
1229000.0,4,3.5,3770,37034,2.0,0,0,3,10
369500.0,3,1.0,1200,9194,1.0,0,0,4,7
566000.0,3,2.5,2090,6294,2.0,0,0,3,9
290000.0,3,2.25,1500,7308,1.0,0,0,4,7
5350000.0,5,5.0,8000,23985,2.0,0,4,3,12
180000.0,3,1.0,870,5330,1.0,0,0,3,6
215000.0,2,1.0,1010,6000,1.0,0,0,4,6
302000.0,2,1.0,1010,6000,1.0,0,0,4,6
352500.0,3,1.75,1860,7881,1.0,0,0,3,7
235867.0,4,2.0,1330,5926,1.0,0,0,4,5
500000.0,3,2.25,1760,11946,2.0,0,0,3,8
382000.0,3,2.25,1800,4500,2.0,0,0,3,7
515000.0,5,2.5,1690,2402,1.5,0,0,3,7
250000.0,1,1.0,660,2600,1.0,0,0,3,6
672500.0,3,2.25,2400,5300,1.5,0,0,4,7
755000.0,3,2.25,3020,13031,2.0,0,0,3,9
707500.0,3,1.0,1500,2555,2.0,0,2,3,7
459000.0,4,2.0,1560,3840,1.0,0,0,4,6
140000.0,3,1.0,1090,10620,1.5,0,0,3,7
495000.0,2,1.0,970,4284,1.0,0,0,3,7
757000.0,3,3.25,3190,5283,2.0,0,0,3,9
765000.0,3,3.25,3190,5283,2.0,0,0,3,9
359000.0,4,1.5,1890,6052,1.0,0,0,4,7
440000.0,3,1.0,1050,7500,1.0,0,0,3,6
400000.0,4,1.5,1390,7200,1.0,0,0,3,7
652000.0,3,2.0,1700,4080,1.0,0,0,4,7
260000.0,3,1.75,1050,5850,1.0,0,0,3,7
1328000.0,5,3.0,3340,10796,1.0,0,2,3,9
519500.0,4,2.0,1540,17859,1.0,0,0,3,6
650000.0,3,1.0,1710,5992,1.5,0,0,4,7
280000.0,4,2.25,2100,8075,2.0,0,0,3,8
515000.0,4,1.75,1730,7980,1.0,0,0,4,8
400000.0,3,2.25,1500,2692,2.0,0,0,3,7
652100.0,3,2.5,2380,5017,2.0,0,0,3,9
235000.0,6,3.0,2180,7956,2.0,0,0,3,7
701000.0,4,1.5,1840,10080,2.0,0,0,3,8
640000.0,4,2.5,2341,9594,2.0,0,0,3,9
455800.0,3,2.5,1690,4584,2.0,0,0,3,7
504750.0,3,2.5,2490,21937,2.0,0,0,3,8
483000.0,3,3.0,2440,15540,2.0,0,0,3,9
530000.0,3,0.75,920,20412,1.0,1,2,5,6
250000.0,2,1.0,1030,8786,1.0,0,0,3,6
229950.0,5,2.75,2000,5885,1.0,0,0,3,7
884744.0,4,3.5,4210,9414,2.0,0,0,3,9
514000.0,3,1.5,1610,9964,1.0,0,0,3,7
532000.0,3,2.25,1910,35015,1.0,0,0,4,8
423000.0,4,2.5,2660,5539,2.0,0,0,3,8
420000.0,2,1.0,820,4025,1.0,0,2,5,6
521000.0,3,1.75,1730,18250,1.0,0,0,3,8
577000.0,4,2.25,2360,7490,2.0,0,0,3,8
425000.0,3,1.0,970,8040,1.0,0,0,3,7
495000.0,4,2.5,2460,4862,2.0,0,0,3,8
340000.0,3,2.5,2690,8577,2.0,0,0,3,9
499950.0,3,3.5,1820,1991,2.0,0,0,3,8
1218000.0,4,3.0,3470,4750,2.0,0,2,3,9
720000.0,4,2.75,3370,7634,1.0,0,2,5,8
249000.0,3,1.5,1700,8247,1.0,0,0,3,7
206135.0,3,1.0,1340,11070,1.0,0,0,4,7
300000.0,5,2.75,2000,9276,2.0,0,0,4,7
612000.0,6,3.0,3840,14040,1.5,0,3,3,8
1102030.0,5,2.5,3890,27311,2.0,0,2,3,10
230000.0,4,2.0,1220,9100,1.5,0,0,4,7
850000.0,3,1.0,2280,4600,1.0,0,2,3,8
355000.0,4,2.5,2770,7000,1.0,0,0,4,7
442000.0,4,2.5,2520,7253,2.0,0,0,3,9
399000.0,4,3.0,3060,5000,2.0,0,0,3,8
360000.0,4,2.5,2390,7115,2.0,0,0,3,9
390000.0,3,1.75,1320,7725,1.0,0,0,3,8
413000.0,5,2.5,2900,8711,1.0,0,0,3,8
190000.0,2,1.0,700,9500,1.0,0,0,3,6
432900.0,3,2.5,2210,9226,2.0,0,0,3,8
621138.0,3,2.25,2180,7741,2.0,0,0,3,9
270000.0,3,2.25,2080,4252,1.5,0,0,3,7
610000.0,4,2.25,2090,35040,1.0,0,0,3,8
500000.0,3,2.0,1720,5525,1.0,0,2,5,7
715000.0,4,2.25,2460,40635,1.0,0,0,5,8
264000.0,3,1.5,1470,14821,1.0,0,0,4,7
550000.0,3,1.75,1650,3200,1.5,0,0,3,8
337000.0,3,2.0,1690,9087,1.0,0,0,3,8
170000.0,3,1.0,970,8710,1.0,0,0,4,6
405000.0,4,2.5,2030,9095,1.0,0,0,4,7
775000.0,4,2.5,2540,28563,1.0,0,0,3,10
425000.0,3,2.25,1570,7475,1.0,0,0,4,7
713000.0,5,2.75,2580,9242,2.0,0,2,4,8
555000.0,5,2.5,2090,8712,1.0,0,0,3,8
810000.0,4,2.5,3260,5608,2.0,0,0,3,9
1250000.0,4,3.75,3830,41263,2.0,0,0,4,11
819000.0,3,3.5,2130,6150,2.0,0,2,5,8
409900.0,3,2.5,1690,1200,2.0,0,0,3,8
935000.0,2,2.5,1780,2067,2.0,0,0,5,9
657500.0,4,1.75,1620,7560,1.0,0,3,4,7
900000.0,6,3.75,4210,6105,2.0,0,0,3,9
932800.0,5,3.25,2980,7095,2.5,0,0,3,9
391000.0,3,2.0,1490,9000,1.0,0,0,4,8
420000.0,4,2.5,2110,9825,2.0,0,0,3,8
1300000.0,6,3.5,6563,32670,2.0,0,0,3,10
415000.0,3,1.5,1510,16800,1.0,0,0,5,8
350000.0,3,1.75,1830,9425,1.0,0,0,3,8
375000.0,2,1.0,1230,1820,2.0,0,0,4,7
860000.0,3,1.75,2180,14135,1.0,0,2,5,8
495000.0,4,2.25,2220,8872,1.0,0,0,4,8
250000.0,4,2.25,1730,8400,1.0,0,0,3,7
365000.0,4,2.25,1990,21312,1.0,0,0,4,8
503000.0,3,2.75,1540,6760,1.0,0,0,5,7
150000.0,2,1.0,1100,7200,1.0,0,0,4,6
450000.0,4,1.75,1640,1480,1.0,0,0,4,7
355000.0,4,3.0,2590,7213,2.0,0,0,3,8
245000.0,3,2.0,1450,9333,2.0,0,0,4,7
265900.0,3,2.0,1180,7793,1.0,0,0,4,7
299000.0,4,2.5,1820,7575,1.0,0,0,3,7
957500.0,4,2.25,2360,11523,2.0,0,0,4,10
343000.0,3,1.0,1120,7250,1.0,0,0,4,7
307500.0,3,2.25,1646,7364,2.0,0,0,3,7
937500.0,5,3.75,4210,14599,2.0,0,3,3,10
610000.0,3,3.0,2480,45302,1.0,0,0,4,8
720000.0,3,1.5,1590,7080,1.0,0,2,3,8
610000.0,4,2.0,2130,2620,1.5,0,0,5,7
434500.0,3,1.75,1650,7965,1.0,0,0,4,7
602500.0,2,2.5,3090,47044,1.0,0,0,4,10
607010.0,4,2.5,2180,4000,2.0,0,0,3,8
610000.0,3,1.0,1800,5750,1.0,0,0,3,7
828500.0,4,2.5,3720,35000,2.0,0,0,3,10
199990.0,3,1.0,1100,8560,1.0,0,0,3,6
294000.0,3,1.75,1530,9362,1.0,0,0,3,7
789500.0,4,2.5,3010,6100,2.0,0,0,3,9
797000.0,3,3.5,3500,9473,2.0,0,0,3,10
539950.0,5,3.0,3100,5250,2.0,0,0,3,7
284950.0,4,1.5,2000,6778,1.0,0,0,4,7
776500.0,4,1.5,2290,10372,1.0,0,0,3,7
525000.0,4,2.5,2400,10070,1.0,0,0,3,7
303000.0,3,2.5,1850,4957,2.0,0,0,3,8
722080.0,3,3.25,3680,7650,2.0,0,0,3,9
140000.0,3,1.0,1060,7473,1.0,0,0,3,7
235000.0,3,1.0,1060,7473,1.0,0,0,3,7
440000.0,3,1.0,1610,5500,1.5,0,0,3,7
605000.0,3,1.75,2330,6000,1.5,0,0,4,7
380000.0,2,1.0,1210,4800,1.0,0,0,3,8
352000.0,4,1.0,1530,8890,1.0,0,0,3,7
420000.0,4,2.25,2270,12000,1.0,0,0,4,7
1175000.0,4,2.0,2590,7220,2.0,0,2,4,10
1375000.0,3,1.5,1850,10572,1.0,0,0,4,8
300000.0,3,1.5,1500,14750,1.5,0,0,4,6
1150000.0,4,3.25,4740,49091,2.0,0,0,3,11
453500.0,2,1.5,1710,4189,1.0,0,1,5,7
443500.0,3,2.0,1920,7598,1.0,0,0,4,8
332000.0,2,1.0,1150,8138,1.0,0,0,3,7
655000.0,3,2.5,2320,4721,2.0,0,0,3,8
475000.0,4,1.0,1420,6000,1.5,0,0,3,7
372500.0,3,1.75,1550,12956,1.0,0,0,3,7
1050000.0,4,2.5,2920,7200,1.0,0,3,3,8
500000.0,3,1.75,1620,4200,1.0,0,0,5,7
900000.0,6,2.75,2300,24773,1.5,0,0,4,9
327500.0,3,1.0,1070,7140,1.0,0,0,3,7
390000.0,3,1.75,1790,7123,1.0,0,0,3,7
451101.0,2,1.5,1510,1962,2.0,0,0,4,8
455000.0,4,1.0,1340,5800,1.5,0,2,3,7
650000.0,4,2.5,3350,46748,2.0,0,0,3,10
895000.0,3,2.5,2500,7746,2.0,0,0,4,10
800000.0,4,2.25,2350,10664,1.0,0,1,2,7
703770.0,4,2.25,2550,12918,2.0,0,0,3,9
249950.0,3,1.75,1320,10454,1.0,0,0,4,7
512000.0,2,2.0,1270,3881,1.0,0,0,4,6
780000.0,5,2.5,3480,74052,1.0,0,0,4,8
336000.0,3,2.25,2820,11625,2.0,0,0,3,8
285000.0,3,2.0,2110,6900,1.5,0,0,5,6
229900.0,3,1.75,1100,7224,1.0,0,0,3,7
667500.0,4,3.0,1920,4000,1.5,0,0,4,8
378000.0,4,2.5,1890,12236,1.0,0,0,3,7
454000.0,3,2.5,2530,43733,2.0,0,0,3,8
537500.0,4,2.5,2550,4630,2.0,0,0,3,7
425000.0,3,1.0,1550,4160,1.5,0,0,4,6
290000.0,3,2.0,1760,6600,1.0,0,0,3,7
349500.0,3,2.0,1270,3600,1.0,0,0,3,7
370000.0,3,2.75,1250,1655,2.0,0,0,3,7
549500.0,3,1.75,1620,8438,1.0,0,0,4,8
245000.0,2,1.0,710,6322,1.0,0,0,3,6
208000.0,3,1.75,1070,7200,1.0,0,0,3,7
248000.0,4,2.25,2320,8760,1.0,0,0,4,8
610000.0,4,3.25,5450,37058,1.5,0,0,5,9
550000.0,4,2.5,1670,5116,2.0,0,0,3,8
750000.0,3,2.75,3010,206910,2.0,0,2,3,10
192000.0,2,1.75,1340,7380,1.0,0,0,3,6
169317.0,2,1.0,790,4000,1.0,0,2,3,7
1198000.0,4,3.5,3400,3850,2.5,0,0,3,10
880000.0,2,1.0,1530,6350,1.5,0,0,4,7
210000.0,1,1.0,930,7129,1.0,0,0,3,6
180500.0,3,1.5,1540,9800,1.0,0,0,3,7
540000.0,4,2.0,1990,29078,2.0,0,0,3,9
520000.0,3,1.75,2300,35722,1.0,0,0,3,9
177500.0,3,1.5,1220,6000,1.0,0,0,3,7
415000.0,3,1.75,2380,5650,1.0,0,2,4,8
495000.0,4,2.5,2020,7200,1.0,0,0,5,7
325000.0,3,2.25,1890,9646,1.0,0,0,3,8
440000.0,2,1.75,1330,4903,1.0,0,0,3,7
411000.0,3,1.75,1490,9844,1.0,0,0,4,7
810000.0,5,3.5,3550,9600,2.0,0,0,3,9
561750.0,5,1.75,2040,8996,1.0,0,2,4,7
835100.0,4,2.5,2380,12573,1.0,0,0,4,9
450000.0,3,2.25,1780,9969,1.0,0,0,3,8
238000.0,3,2.5,1650,2807,2.0,0,0,3,7
299000.0,3,1.0,1510,142803,1.0,0,0,3,7
570000.0,2,1.0,1100,6240,1.0,0,0,4,7
340000.0,3,1.75,2190,12626,2.0,0,0,4,8
450000.0,2,1.75,1760,2275,1.5,0,0,3,6
272750.0,4,1.5,1800,8786,1.0,0,0,3,7
520000.0,4,2.0,2000,6380,2.0,0,0,4,6
284950.0,3,1.0,990,10723,1.0,0,0,5,7
255000.0,2,1.5,1480,9660,1.0,0,0,3,7
231500.0,2,1.0,1200,9488,1.0,0,0,5,7
415000.0,1,2.0,3000,204732,2.5,0,2,3,8
330000.0,4,2.5,3504,6000,2.0,0,0,3,7
365000.0,3,1.5,1300,12240,1.0,0,0,3,7
425000.0,4,2.0,1330,9188,1.5,0,0,3,7
400000.0,4,1.75,1850,6480,1.0,0,0,4,7
335000.0,4,2.5,2240,9701,2.0,0,0,3,9
342000.0,3,3.0,1260,1251,2.0,0,0,3,7
490000.0,8,5.0,2800,2580,2.0,0,0,3,8
331500.0,4,1.75,1820,14319,1.0,0,0,4,7
960000.0,3,2.5,1730,4102,3.0,1,4,3,8
720500.0,4,2.5,3350,35298,2.0,0,0,4,9
830000.0,3,2.5,3370,6550,2.0,0,2,4,8
662990.0,3,1.75,1240,3600,1.5,0,0,5,7
220000.0,4,2.0,2340,10507,1.5,0,0,4,6
349950.0,5,2.0,1880,4179,1.0,0,0,3,7
550000.0,3,2.0,1810,2159,1.0,0,0,3,7
396000.0,3,1.75,2340,5668,1.0,0,0,4,6
635000.0,4,1.5,2820,4000,2.0,0,0,3,7
293000.0,3,1.0,1020,7650,1.0,0,0,3,7
339000.0,3,2.25,2090,10120,1.0,0,0,4,7
285000.0,4,2.25,1830,8734,2.0,0,0,4,7
775000.0,6,2.75,2980,5000,1.5,0,0,3,7
224000.0,4,1.5,1600,9289,1.0,0,0,4,7
2250000.0,4,3.5,4440,8125,2.0,0,3,5,10
165050.0,3,1.0,1200,8514,1.0,0,0,3,7
275000.0,3,1.25,1230,4500,1.5,0,0,4,7
445000.0,5,3.0,2930,5500,1.0,0,0,3,7
510000.0,3,2.25,2370,38639,1.0,0,0,3,8
1230000.0,4,2.5,3040,7000,2.0,0,0,3,9
390000.0,3,1.5,1610,13500,1.0,0,0,3,7
460000.0,3,2.25,2350,10450,1.0,0,0,3,8
700000.0,3,1.75,2000,14733,1.0,0,0,4,8
874150.0,4,3.5,3530,14406,2.0,0,1,3,10
470000.0,3,2.25,2220,9800,2.0,0,0,3,8
374000.0,3,1.75,2000,9416,1.0,0,0,4,6
510000.0,2,1.75,1210,131115,1.5,0,0,5,7
467000.0,2,2.5,1140,1181,3.0,0,0,3,8
576000.0,4,2.5,2440,28405,2.0,0,0,3,8
196440.0,3,2.0,1560,7352,1.0,0,0,3,6
825000.0,4,2.5,3210,18901,2.0,0,0,3,10
281000.0,2,1.0,930,2600,1.0,0,0,3,7
326000.0,3,2.5,1782,1577,3.0,0,0,3,7
340000.0,3,1.75,1740,46580,1.0,0,0,4,7
440000.0,5,1.75,3690,36036,1.0,0,0,3,9
749000.0,4,2.5,2930,18199,2.0,0,0,3,9
340000.0,4,1.0,1230,8316,1.5,0,0,3,7
561000.0,3,2.0,2000,7000,2.0,0,0,3,7
270000.0,3,2.25,1520,7930,1.0,0,0,3,7
600000.0,2,1.0,1040,3600,1.0,0,0,4,7
219900.0,4,1.5,1120,5427,1.0,0,0,3,6
617000.0,3,1.75,3020,360241,2.0,0,0,3,8
469000.0,3,2.25,1820,8446,2.0,0,0,3,8
229000.0,3,1.0,1370,56628,1.0,0,0,3,7
1265000.0,4,3.0,3130,2646,2.5,0,0,5,9
365000.0,3,1.5,1640,8301,1.0,0,0,3,7
429000.0,4,2.5,2650,9301,2.0,0,0,3,9
550000.0,4,2.5,2850,6809,2.0,0,0,3,9
453000.0,3,2.5,1820,16300,1.0,0,0,4,7
187500.0,3,1.5,1180,7000,1.0,0,0,4,7
520500.0,6,2.5,1880,14350,1.0,0,0,5,7
300000.0,3,1.75,1280,12776,1.0,0,0,4,7
799000.0,4,3.25,3120,5000,2.0,0,0,3,9
338000.0,3,2.5,2470,4948,2.0,0,0,3,8
800000.0,3,1.0,1700,4400,1.5,0,0,4,8
360000.0,2,2.0,1180,3200,1.0,0,1,4,6
442500.0,6,2.5,2800,10490,1.0,0,0,3,7
700000.0,4,1.0,1300,1651359,1.0,0,3,4,6
830000.0,5,3.0,3040,9601,1.0,0,0,5,9
360400.0,3,2.5,1630,11592,2.0,0,0,3,8
345000.0,3,1.0,1340,9339,1.0,0,0,5,7
300000.0,3,1.75,1830,51836,1.0,0,0,4,7
350000.0,3,1.0,1240,10800,1.0,0,0,5,7
368000.0,4,2.0,2500,36900,1.0,0,0,3,7
264000.0,3,1.75,1760,7482,1.0,0,0,4,8
435000.0,3,2.0,2660,16677,1.0,0,0,3,9
200000.0,3,1.5,2060,15837,1.5,0,0,3,6
620000.0,5,2.5,2540,3832,2.0,0,0,5,8
1679000.0,5,4.25,4830,11466,2.0,0,0,3,10
337000.0,3,1.75,1400,6000,1.0,0,0,4,7
1928000.0,4,3.25,4280,20296,2.0,0,0,4,11
544500.0,4,2.5,2230,10414,1.0,0,0,5,7
252000.0,1,1.0,680,1638,1.0,0,4,1,6
445000.0,4,2.5,2340,3784,2.0,0,0,3,8
379500.0,3,2.25,2070,14196,2.0,0,0,3,7
189950.0,4,2.0,1910,4225,1.0,0,0,4,6
469000.0,3,1.0,950,4250,1.5,0,0,5,6
600000.0,5,2.75,2910,53898,1.0,0,0,5,7
785000.0,3,2.5,2930,33981,2.0,0,2,3,9
372000.0,4,2.75,2610,8967,2.0,0,0,4,8
445000.0,5,3.0,3880,7180,2.0,0,0,3,7
508000.0,4,2.25,3320,53392,2.0,0,0,4,8
780000.0,5,1.5,1940,4800,2.0,0,0,3,8
541100.0,4,2.25,2510,9800,2.0,0,0,3,9
729000.0,4,2.5,2660,5608,2.0,0,0,3,9
397000.0,3,2.0,1710,134489,1.0,0,2,5,7
451555.0,2,1.0,1320,4520,1.0,0,1,3,6
300000.0,2,1.0,960,8153,1.0,0,0,3,6
416000.0,3,2.5,1790,11542,1.0,0,0,5,7
490000.0,2,1.0,950,3060,1.0,0,0,3,6
480000.0,6,3.75,2940,5054,2.0,0,0,3,7
